Mfg,Mod,Wavelength,Eyewear Requirement,MinimumWL,MaximumWL,MinOD,RecNum,Lens
Lumenis,Novus Spectra,NA,532,520,540,NA,Compatible Lens 2,Pi3
Lumenis,Novus Varia,NA,532,520,540,NA,Compatible Lens 1,GiT1
Lumenis,Novus Varia,NA,532,520,540,NA,Compatible Lens 2,Pi3
Lumenis,Lightsheer EP,NA,800,790,810,NA,Compatible Lens 1,Pi1
Lumenis,Lightsheer EP,NA,800,790,810,NA,Compatible Lens 2,GiT5
Lumenis,Lightsheer ET,NA,800,790,810,NA,Compatible Lens 1,Pi1
Lumenis,Lightsheer ET,NA,800,790,810,NA,Compatible Lens 2,GiT5
Lumenis,Lightsheer XC,NA,800,790,810,NA,Compatible Lens 1,Pi1
Lumenis,Lightsheer XC,NA,800,790,810,NA,Compatible Lens 2,GiT5
Lumenis,Lightsheer Desire,NA,805  (3) handpiece sizes,800,810,NA,Compatible Lens 1,Pi1
Lumenis,Lightsheer Desire,NA,805  (3) handpiece sizes,800,810,NA,Compatible Lens 2,Pi16
Lumenis,AcuPulse 30/40A,NA,10600,10599,10601,NA,Compatible Lens 1,Pi11
Lumenis,AcuPulse 30/40A,NA,10600,10599,10601,NA,Compatible Lens 2,Gi1
Lumenis,AcuPulse 40 w/Femitouch,NA,10600,10599,10601,NA,Compatible Lens 1,Pi11
Lumenis,AcuPulse 40 w/Femitouch,NA,10600,10599,10601,NA,Compatible Lens 2,Gi1
Lumenis,AcuPulse 40WG  (waveguide only),NA,10600,10599,10601,NA,Compatible Lens 1,Pi11
Lumenis,AcuPulse 40WG  (waveguide only),NA,10600,10599,10601,NA,Compatible Lens 2,Gi1
Lumenis,AcuPulse Duo,NA,10600,10599,10601,NA,Compatible Lens 1,Pi11
Lumenis,AcuPulse Duo,NA,10600,10599,10601,NA,Compatible Lens 2,Gi1
Lumenis,Smart 532,NA,10600,10599,10601,NA,Compatible Lens 1,Pi11
Lumenis,Smart 532,NA,10600,10599,10601,NA,Compatible Lens 2,Gi1
Lumenis,UltraPulse Duo,NA,10600,10599,10601,NA,Compatible Lens 1,Pi11
Lumenis,UltraPulse Duo,NA,10600,10599,10601,NA,Compatible Lens 2,Gi1
Lumenis,UltraPulse Encore,NA,10600,10599,10601,NA,Compatible Lens 1,Pi11
Lumenis,UltraPulse Encore,NA,10600,10599,10601,NA,Compatible Lens 2,Gi1
Lumenis,UltraPulse Surgitouch,NA,10600,10599,10601,NA,Compatible Lens 1,Pi11
Lumenis,UltraPulse Surgitouch,NA,10600,10599,10601,NA,Compatible Lens 2,Gi1
Lumenis,UltraPulse Total FX,NA,10600,10599,10601,NA,Compatible Lens 1,Pi11
Lumenis,UltraPulse Total FX,NA,10600,10599,10601,NA,Compatible Lens 2,Gi1
Lumenis,Acupulse 30ST/40ST   (Surgitouch),NA,10600,10599,10601,NA,Compatible Lens 1,Pi11
Lumenis,Acupulse 30ST/40ST   (Surgitouch),NA,10600,10599,10601,NA,Compatible Lens 2,Gi1
Lumenis,M22 Stellar,NA,4 Handpiece capable,NA,NA,NA,Compatible Lens 1,Pi14
Lumenis,M22 handpiece #1,NA,400-1200,NA,NA,NA,Compatible Lens 1,Pi14
Lumenis,M22 Stellar handpiece #1,NA,400-1200,NA,NA,NA,Compatible Lens 1,Pi14
Lumenis,Selecta II (SLT),NA,Q-Switched 532,530,540,NA,Compatible Lens 1,Pi3
Lumenis,Selecta II (SLT),NA,Q-Switched 532,530,540,NA,Compatible Lens 2,GiT1
Lumenis,Digital Duet,NA,1064/532,530,1070,NA,Compatible Lens 1,Pi3
Lumenis,Digital Duet,NA,1064/532,530,1070,NA,Compatible Lens 2,GiT1
Lumenis,Selecta Duet (Coherent Version),NA,1064/532,530,1070,NA,Compatible Lens 1,Pi3
Lumenis,Selecta Duet (Coherent Version),NA,1064/532,530,1070,NA,Compatible Lens 2,GiT1
Lumenis,Selecta Duet (LX version),NA,1064/532,530,1070,NA,Compatible Lens 1,Pi3
Lumenis,Selecta Duet (LX version),NA,1064/532,530,1070,NA,Compatible Lens 2,GiT1
Lumenis,Digital Trio,NA,1064/532/532,530,1070,NA,Compatible Lens 1,Pi3
Lumenis,Digital Trio,NA,1064/532/532,530,1070,NA,Compatible Lens 2,GiT1
Lumenis,Selecta Trio (2 lasers),NA,1064/532/DPSS532 combo,530,1070,NA,Compatible Lens 1,Pi3
Lumenis,Selecta Trio (2 lasers),NA,1064/532/DPSS532 combo,530,1070,NA,Compatible Lens 2,GiT1
Lumenis,Splendor X,NA,755/1064,750,1070,NA,Compatible Lens 1,Pi4
Lumenis,Splendor X,NA,755/1064,750,1070,NA,Compatible Lens 2,GiT5
Lumenis,Lightsheer Infinity,NA,805/1060,805,1060,NA,Compatible Lens 1,Pi4
Lumenis,Lightsheer Infinity,NA,805/1060,805,1060,NA,Compatible Lens 2,GiT5
Lumenis,Lightsheer Duet,NA,805/1060,805,1060,NA,Compatible Lens 1,Pi4
Lumenis,Lightsheer Duet,NA,805/1060,805,1060,NA,Compatible Lens 2,GiT5
Lumenis,Lightsheer Quattro,NA,805/1060,805,1060,NA,Compatible Lens 1,Pi4
Lumenis,Lightsheer Quattro,NA,805/1060,805,1060,NA,Compatible Lens 2,GiT5
Luxar,LX20,NA,10600,10599,10601,NA,Compatible Lens 1,Pi11
Luxar,LX20,NA,10600,10599,10601,NA,Compatible Lens 2,Gi1
Luxar,LX-20i,NA,10600,10599,10601,NA,Compatible Lens 1,Pi11
Luxar,LX-20i,NA,10600,10599,10601,NA,Compatible Lens 2,Gi1
Luxar,LX-20SP,NA,10600,10599,10601,NA,Compatible Lens 1,Pi11
Luxar,LX-20SP,NA,10600,10599,10601,NA,Compatible Lens 2,Gi1
Luxar,NovaPulse,NA,10600,10599,10601,NA,Compatible Lens 1,Pi11
Luxar,NovaPulse,NA,10600,10599,10601,NA,Compatible Lens 2,Gi1
Meditek,QL15,NA,1064,1050,1070,NA,Compatible Lens 1,Gi1
Meditek,QL15,NA,1064,1050,1070,NA,Compatible Lens 2,Pi8
MedX,1100 (450mW Handhelp array),NA,1470  (10W),1460,1480,NA,Compatible Lens 1,Gi1
MedX,1100 (450mW Handhelp array),NA,1470  (10W),1460,1480,NA,Compatible Lens 2,Pi5
Millennium Dental Technologies,PerioLase MVP-7,NA,1064,1050,1070,NA,Compatible Lens 1,Gi1
Millennium Dental Technologies,PerioLase MVP-7,NA,1064,1050,1070,NA,Compatible Lens 2,Pi8
Newstar/Cooltouch Lasers,CT3Plus,NA,1064,1050,1070,NA,Compatible Lens 1,Gi1
Newstar/Cooltouch Lasers,CT3Plus,NA,1064,1050,1070,NA,Compatible Lens 2,Pi8
Newstar/Cooltouch Lasers,CT3PZ,NA,1064,1050,1070,NA,Compatible Lens 1,Gi1
Newstar/Cooltouch Lasers,CT3PZ,NA,1064,1050,1070,NA,Compatible Lens 2,Pi8
Newstar/Cooltouch Lasers,CTV3,NA,1064,1050,1070,NA,Compatible Lens 1,Gi1
Newstar/Cooltouch Lasers,CTV3,NA,1064,1050,1070,NA,Compatible Lens 2,Pi8
Newstar/Cooltouch Lasers,CTVBZS,NA,1064,1050,1070,NA,Compatible Lens 1,Gi1
Newstar/Cooltouch Lasers,CTVBZS,NA,1064,1050,1070,NA,Compatible Lens 2,Pi8
Newstar/Cooltouch Lasers,LC225 (Trio),NA,1064,1050,1070,NA,Compatible Lens 1,Gi1
Newstar/Cooltouch Lasers,LC225 (Trio),NA,1064,1050,1070,NA,Compatible Lens 2,Pi8
Newstar/Cooltouch Lasers,Cooltouch I,NA,1320,1310,1330,NA,Compatible Lens 1,Gi1
Newstar/Cooltouch Lasers,Cooltouch I,NA,1320,1310,1330,NA,Compatible Lens 2,Pi5
Newstar/Cooltouch Lasers,Cooltouch II,NA,1320,1310,1330,NA,Compatible Lens 1,Gi1
Newstar/Cooltouch Lasers,Cooltouch II,NA,1320,1310,1330,NA,Compatible Lens 2,Pi5
Newstar/Cooltouch Lasers,Cooltouch III,NA,1320,1310,1330,NA,Compatible Lens 1,Gi1
Newstar/Cooltouch Lasers,Cooltouch III,NA,1320,1310,1330,NA,Compatible Lens 2,Pi5
Newstar/Cooltouch Lasers,Cooltouch III S,NA,1320,1310,1330,NA,Compatible Lens 1,Gi1
Newstar/Cooltouch Lasers,Cooltouch III S,NA,1320,1310,1330,NA,Compatible Lens 2,Pi5
Newstar/Cooltouch Lasers,NS 130,NA,1320,1310,1330,NA,Compatible Lens 1,Gi1
Newstar/Cooltouch Lasers,NS 130,NA,1320,1310,1330,NA,Compatible Lens 2,Pi5
Newstar/Cooltouch Lasers,NS 1500,NA,1320,1310,1330,NA,Compatible Lens 1,Gi1
Newstar/Cooltouch Lasers,NS 1500,NA,1320,1310,1330,NA,Compatible Lens 2,Pi5
Newstar/Cooltouch Lasers,NS 160 CT EV,NA,1320,1310,1330,NA,Compatible Lens 1,Gi1
Newstar/Cooltouch Lasers,NS 160 CT EV,NA,1320,1310,1330,NA,Compatible Lens 2,Pi5
Newstar/Cooltouch Lasers,NS160 - 10Watt,NA,1320,1310,1330,NA,Compatible Lens 1,Gi1
Newstar/Cooltouch Lasers,NS160 - 10Watt,NA,1320,1310,1330,NA,Compatible Lens 2,Pi5
Newstar/Cooltouch Lasers,NS160-10W-CTEV,NA,1320,1310,1330,NA,Compatible Lens 1,Gi1
Newstar/Cooltouch Lasers,NS160-10W-CTEV,NA,1320,1310,1330,NA,Compatible Lens 2,Pi5
Newstar/Cooltouch Lasers,NS160-15W,NA,1320,1310,1330,NA,Compatible Lens 1,Gi1
Newstar/Cooltouch Lasers,NS160-15W,NA,1320,1310,1330,NA,Compatible Lens 2,Pi5
Newstar/Cooltouch Lasers,NS160-CL,NA,1320,1310,1330,NA,Compatible Lens 1,Gi1
Newstar/Cooltouch Lasers,NS160-CL,NA,1320,1310,1330,NA,Compatible Lens 2,Pi5
Newstar/Cooltouch Lasers,Prima,NA,IPL,NA,NA,NA,Compatible Lens 1,Pi14
Nidek,YC 1200,NA,1064,1050,1070,NA,Compatible Lens 1,Gi1
Nidek,YC 1200,NA,1064,1050,1070,NA,Compatible Lens 2,Pi8
Nidek,YC 1400 YAG,NA,1064,1050,1070,NA,Compatible Lens 1,Gi1
Nidek,YC 1400 YAG,NA,1064,1050,1070,NA,Compatible Lens 2,Pi8
Nidek,YC 1600,NA,1064,1050,1070,NA,Compatible Lens 1,Gi1
Nidek,YC 1600,NA,1064,1050,1070,NA,Compatible Lens 2,Pi8
Nidek,YC 1800,NA,1064,1050,1070,NA,Compatible Lens 1,Gi1
Nidek,YC 1800,NA,1064,1050,1070,NA,Compatible Lens 2,Pi8
Nidek,YC1800,NA,1064,1050,1070,NA,Compatible Lens 1,Gi1
Nidek,YC1800,NA,1064,1050,1070,NA,Compatible Lens 2,Pi8
Nidek,YC200 YAG,NA,1064,1050,1070,NA,Compatible Lens 1,Gi1
Nidek,YC200 YAG,NA,1064,1050,1070,NA,Compatible Lens 2,Pi8
Nidek,GYC 500,NA,532,520,540,NA,Compatible Lens 1,GiT1
Nidek,GYC 500,NA,532,520,540,NA,Compatible Lens 2,Pi3
Nidek,GYC 500D,NA,532,520,540,NA,Compatible Lens 1,GiT1
Nidek,GYC 500D,NA,532,520,540,NA,Compatible Lens 2,Pi3
Nidek,GYC 500 Vixi,NA,532,520,540,NA,Compatible Lens 1,GiT1
Nidek,GYC 500 Vixi,NA,532,520,540,NA,Compatible Lens 2,Pi3
Nidek,GYC 1000 Diode,NA,532,520,540,NA,Compatible Lens 1,GiT1
Nidek,GYC 1000 Diode,NA,532,520,540,NA,Compatible Lens 2,Pi3
Nidek,GYC 1500 (Prima),NA,532,520,540,NA,Compatible Lens 1,GiT1
Nidek,GYC 1500 (Prima),NA,532,520,540,NA,Compatible Lens 2,Pi3
Nidek,GYC 2000,NA,532,520,540,NA,Compatible Lens 1,GiT1
Nidek,GYC 2000,NA,532,520,540,NA,Compatible Lens 2,Pi3
Nidek,COL 1040,NA,10600,10599,10601,NA,Compatible Lens 1,Pi11
Nidek,COL 1040,NA,10600,10599,10601,NA,Compatible Lens 2,Gi1
Nidek,YC1800/GYC-1000 Combo,NA,1064/532 combo,530,1070,NA,Compatible Lens 1,Pi3
Nidek,YC1800/GYC-1000 Combo,NA,1064/532 combo,530,1070,NA,Compatible Lens 2,GiT1
NovadaQ/PLC Medical System,Heart Laser II,NA,10600,10599,10601,NA,Compatible Lens 1,Pi11
NovadaQ/PLC Medical System,Heart Laser II,NA,10600,10599,10601,NA,Compatible Lens 2,Gi1
Olympus,Soltive,NA,1940,1930,1950,NA,Compatible Lens 1,Gi1
Olympus,Soltive,NA,1940,1930,1950,NA,Compatible Lens 2,Pi23
Olympus,EmPower H35,NA,2100,2090,2110,NA,Compatible Lens 1,Gi1
Olympus,EmPower H35,NA,2100,2090,2110,NA,Compatible Lens 2,Pi23
Olympus,Empower H65,NA,2100,2090,2110,NA,Compatible Lens 1,Gi1
Olympus,Empower H65,NA,2100,2090,2110,NA,Compatible Lens 2,Pi23
Omniguide,C-Las,NA,10600,10599,10601,NA,Compatible Lens 1,Pi11
Omniguide,C-Las,NA,10600,10599,10601,NA,Compatible Lens 2,Gi1
Omniguide,Fels 25A,NA,10600,10599,10601,NA,Compatible Lens 1,Pi11
Omniguide,Fels 25A,NA,10600,10599,10601,NA,Compatible Lens 2,Gi1
Omniguide,FELS-25A w/Intelliguide,NA,10600,10599,10601,NA,Compatible Lens 1,Pi11
Omniguide,FELS-25A w/Intelliguide,NA,10600,10599,10601,NA,Compatible Lens 2,Gi1
Omniguide,Beacon,NA,10600,10599,10601,NA,Compatible Lens 1,Pi11
Omniguide,Beacon,NA,10600,10599,10601,NA,Compatible Lens 2,Gi1
OmniGuide/Lisa Laser,Revolix  (70 Watt),NA,2013,2010,2020,NA,Compatible Lens 1,Gi1
OmniGuide/Lisa Laser,Revolix  (70 Watt),NA,2013,2010,2020,NA,Compatible Lens 2,Pi23
OmniGuide/Lisa Laser,Revolix (120 Watt),NA,2013,2010,2020,NA,Compatible Lens 1,Gi1
OmniGuide/Lisa Laser,Revolix (120 Watt),NA,2013,2010,2020,NA,Compatible Lens 2,Pi23
OmniGuide/Lisa Laser,Revolix Jr.  (15 Watt),NA,2013,2010,2020,NA,Compatible Lens 1,Gi1
OmniGuide/Lisa Laser,Revolix Jr.  (15 Watt),NA,2013,2010,2020,NA,Compatible Lens 2,Pi23
OmniGuide/Lisa Laser,Revolix (200 Watt),NA,2013 & 2123,2010,2130,NA,Compatible Lens 1,Gi1
OmniGuide/Lisa Laser,Revolix (200 Watt),NA,2013 & 2123,2010,2130,NA,Compatible Lens 2,Pi23
OmniGuide/Lisa Laser,Revolix Duo 150/20 & 20,NA,2013 & 2123,2010,2130,NA,Compatible Lens 1,Gi1
OmniGuide/Lisa Laser,Revolix Duo 150/20 & 20,NA,2013 & 2123,2010,2130,NA,Compatible Lens 2,Pi23
Palomar,Q-YAG5,NA,1064/532,530,1070,NA,Compatible Lens 1,Pi3
Palomar,Q-YAG5,NA,1064/532,530,1070,NA,Compatible Lens 2,GiT1
PhotoMedex,LaserPro CTH,NA,2100,2090,2110,NA,Compatible Lens 1,Gi1
PhotoMedex,LaserPro CTH,NA,2100,2090,2110,NA,Compatible Lens 2,Pi23
PhotoMedex,Xtrac,NA,308,300,310,NA,Compatible Lens 1,Pi11
PhotoMedex,LaserPro CO2,NA,10600,10599,10601,NA,Compatible Lens 1,Pi11
PhotoMedex,LaserPro CO2,NA,10600,10599,10601,NA,Compatible Lens 2,Gi1
Quanta,Litho 35 Watt (PVMS00037),NA,2100,2090,2110,NA,Compatible Lens 1,Gi1
Quanta,Litho 35 Watt (PVMS00037),NA,2100,2090,2110,NA,Compatible Lens 2,Pi23
Quanta,Litho 60  (60 Watt),NA,2100,2090,2110,NA,Compatible Lens 1,Gi1
Quanta,Litho 60  (60 Watt),NA,2100,2090,2110,NA,Compatible Lens 2,Pi23
Quanta,Litho 100  (100 Watt),NA,2100,2090,2110,NA,Compatible Lens 1,Gi1
Quanta,Litho 100  (100 Watt),NA,2100,2090,2110,NA,Compatible Lens 2,Pi23
Quanta,Litho 150 (150 Watt),NA,2100,2090,2110,NA,Compatible Lens 1,Gi1
Quanta,Litho 150 (150 Watt),NA,2100,2090,2110,NA,Compatible Lens 2,Pi23
Quantel / Lumibird / Ellex,Optimis II,NA,1064,1050,1070,NA,Compatible Lens 1,Gi1
Quantel / Lumibird / Ellex,Optimis II,NA,1064,1050,1070,NA,Compatible Lens 2,Pi8
Quantel / Lumibird / Ellex,Vitra 532,NA,532,520,540,NA,Compatible Lens 1,GiT1
Quantel / Lumibird / Ellex,Vitra 532,NA,532,520,540,NA,Compatible Lens 2,Pi3
Quantel / Lumibird / Ellex,Vitra 810,NA,810,800,820,NA,Compatible Lens 1,Pi1
Quantel / Lumibird / Ellex,Vitra 810,NA,810,800,820,NA,Compatible Lens 2,GiT5
Rian,LTU-904,NA,904,900,910,NA,Compatible Lens 1,Pi4
Rian,LTU-904,NA,904,900,910,NA,Compatible Lens 2,GiT5
Sciton Lasers,mJoule w/ Moxi and BBL Hero,NA,1927/BBL,1920,1930,NA,Compatible Lens 1,Gi1
Sciton Lasers,mJoule w/ Moxi and BBL Hero,NA,1927/BBL,1920,1930,NA,Compatible Lens 2,Pi23
Sciton Lasers,mJoule w/ Moxi and BBL Hero,NA,1927/BBL,1920,1930,NA,Special Case,Pi14
Sciton Lasers,Contour,NA,2940,2930,2950,NA,Compatible Lens 1,Pi10
Sciton Lasers,Contour,NA,2940,2930,2950,NA,Compatible Lens 2,Gi1
Sharplan/ESC Medical Systems,2100 / 3000,NA,1064,1050,1070,NA,Compatible Lens 1,Gi1
Sharplan/ESC Medical Systems,2100 / 3000,NA,1064,1050,1070,NA,Compatible Lens 2,Pi8
Sharplan/ESC Medical Systems,2025,NA,2100,2090,2110,NA,Compatible Lens 1,Gi1
Sharplan/ESC Medical Systems,2025,NA,2100,2090,2110,NA,Compatible Lens 2,Pi23
Sharplan/ESC Medical Systems,Derma 20,NA,2940,2930,2950,NA,Compatible Lens 1,Pi10
Sharplan/ESC Medical Systems,Derma 20,NA,2940,2930,2950,NA,Compatible Lens 2,Gi1
Sharplan/ESC Medical Systems,1020,NA,10600,10599,10601,NA,Compatible Lens 1,Pi11
Sharplan/ESC Medical Systems,1020,NA,10600,10599,10601,NA,Compatible Lens 2,Gi1
Sharplan/ESC Medical Systems,1030,NA,10600,10599,10601,NA,Compatible Lens 1,Pi11
Sharplan/ESC Medical Systems,1030,NA,10600,10599,10601,NA,Compatible Lens 2,Gi1
Sharplan/ESC Medical Systems,1039,NA,10600,10599,10601,NA,Compatible Lens 1,Pi11
Sharplan/ESC Medical Systems,1039,NA,10600,10599,10601,NA,Compatible Lens 2,Gi1
Sharplan/ESC Medical Systems,1040,NA,10600,10599,10601,NA,Compatible Lens 1,Pi11
Sharplan/ESC Medical Systems,1040,NA,10600,10599,10601,NA,Compatible Lens 2,Gi1
Sharplan/ESC Medical Systems,1041,NA,10600,10599,10601,NA,Compatible Lens 1,Pi11
Sharplan/ESC Medical Systems,1041,NA,10600,10599,10601,NA,Compatible Lens 2,Gi1
Sharplan/ESC Medical Systems,1050,NA,10600,10599,10601,NA,Compatible Lens 1,Pi11
Sharplan/ESC Medical Systems,1050,NA,10600,10599,10601,NA,Compatible Lens 2,Gi1
Sharplan/ESC Medical Systems,1055,NA,10600,10599,10601,NA,Compatible Lens 1,Pi11
Sharplan/ESC Medical Systems,1055,NA,10600,10599,10601,NA,Compatible Lens 2,Gi1
Sharplan/ESC Medical Systems,1060,NA,10600,10599,10601,NA,Compatible Lens 1,Pi11
Sharplan/ESC Medical Systems,1060,NA,10600,10599,10601,NA,Compatible Lens 2,Gi1
Sharplan/ESC Medical Systems,1075,NA,10600,10599,10601,NA,Compatible Lens 1,Pi11
Sharplan/ESC Medical Systems,1075,NA,10600,10599,10601,NA,Compatible Lens 2,Gi1
Sharplan/ESC Medical Systems,1100,NA,10600,10599,10601,NA,Compatible Lens 1,Pi11
Sharplan/ESC Medical Systems,1100,NA,10600,10599,10601,NA,Compatible Lens 2,Gi1
Sharplan/ESC Medical Systems,1040C,NA,10600,10599,10601,NA,Compatible Lens 1,Pi11
Sharplan/ESC Medical Systems,1040C,NA,10600,10599,10601,NA,Compatible Lens 2,Gi1
Sharplan/ESC Medical Systems,1041S,NA,10600,10599,10601,NA,Compatible Lens 1,Pi11
Sharplan/ESC Medical Systems,1041S,NA,10600,10599,10601,NA,Compatible Lens 2,Gi1
Sharplan/ESC Medical Systems,1055S,NA,10600,10599,10601,NA,Compatible Lens 1,Pi11
Sharplan/ESC Medical Systems,1055S,NA,10600,10599,10601,NA,Compatible Lens 2,Gi1
Sharplan/ESC Medical Systems,1080 Silktouch,NA,10600,10599,10601,NA,Compatible Lens 1,Pi11
Sharplan/ESC Medical Systems,1080 Silktouch,NA,10600,10599,10601,NA,Compatible Lens 2,Gi1
Sharplan/ESC Medical Systems,150XJ,NA,10600,10599,10601,NA,Compatible Lens 1,Pi11
Sharplan/ESC Medical Systems,150XJ,NA,10600,10599,10601,NA,Compatible Lens 2,Gi1
Sharplan/ESC Medical Systems,20C,NA,10600,10599,10601,NA,Compatible Lens 1,Pi11
Sharplan/ESC Medical Systems,20C,NA,10600,10599,10601,NA,Compatible Lens 2,Gi1
Sharplan/ESC Medical Systems,30C,NA,10600,10599,10601,NA,Compatible Lens 1,Pi11
Sharplan/ESC Medical Systems,30C,NA,10600,10599,10601,NA,Compatible Lens 2,Gi1
Sharplan/ESC Medical Systems,40C,NA,10600,10599,10601,NA,Compatible Lens 1,Pi11
Sharplan/ESC Medical Systems,40C,NA,10600,10599,10601,NA,Compatible Lens 2,Gi1
Sharplan/ESC Medical Systems,60XJ,NA,10600,10599,10601,NA,Compatible Lens 1,Pi11
Sharplan/ESC Medical Systems,60XJ,NA,10600,10599,10601,NA,Compatible Lens 2,Gi1
Sharplan/ESC Medical Systems,80XJ,NA,10600,10599,10601,NA,Compatible Lens 1,Pi11
Sharplan/ESC Medical Systems,80XJ,NA,10600,10599,10601,NA,Compatible Lens 2,Gi1
Sharplan/ESC Medical Systems,150,NA,10600,10599,10601,NA,Compatible Lens 1,Pi11
Sharplan/ESC Medical Systems,150,NA,10600,10599,10601,NA,Compatible Lens 2,Gi1
Sharplan/ESC Medical Systems,Photoderm Vasculight,NA,755,750,760,NA,Compatible Lens 1,Pi16
Sharplan/ESC Medical Systems,Photoderm Vasculight,NA,755,750,760,NA,Compatible Lens 2,GiT1
Sharplan/ESC Medical Systems,Derma K,NA,2940/10600,2930,2950,NA,Compatible Lens 1,Pi23
Sharplan/ESC Medical Systems,Derma K,NA,2940/10600,2930,2950,NA,Compatible Lens 2,Gi1
Sirona Dentsply,Siro Blue,NA,"440-450nm OD5, 655-665nm OD1, 960-985nm OD5",NA,NA,NA,Compatible Lens 1,Pi17
SLT,CL 100,NA,1064,1050,1070,NA,Compatible Lens 1,Gi1
SLT,CL 100,NA,1064,1050,1070,NA,Compatible Lens 2,Pi8
SLT/Photomedex,CL 60,NA,1064,1050,1070,NA,Compatible Lens 1,Gi1
SLT/Photomedex,CL 60,NA,1064,1050,1070,NA,Compatible Lens 2,Pi8
SLT/Photomedex,CLMD,NA,1064,1050,1070,NA,Compatible Lens 1,Gi1
SLT/Photomedex,CLMD,NA,1064,1050,1070,NA,Compatible Lens 2,Pi8
SLT/Photomedex,CLMD 40/60,NA,1064,1050,1070,NA,Compatible Lens 1,Gi1
SLT/Photomedex,CLMD 40/60,NA,1064,1050,1070,NA,Compatible Lens 2,Pi8
SLT/Photomedex,CLMD DUAL,NA,1064,1050,1070,NA,Compatible Lens 1,Gi1
SLT/Photomedex,CLMD DUAL,NA,1064,1050,1070,NA,Compatible Lens 2,Pi8
Solta Medical / Clear + Brilliant,handpiece (only),NA,1440,1430,1450,NA,Compatible Lens 1,Gi1
Solta Medical / Clear + Brilliant,handpiece (only),NA,1440,1430,1450,NA,Compatible Lens 2,Pi5
Solta Medical / Clear + Brilliant,Permea Handpiece (only),NA,1927,1930,1940,NA,Compatible Lens 1,Gi1
Solta Medical / Clear + Brilliant,Permea Handpiece (only),NA,1927,1930,1940,NA,Compatible Lens 2,Pi23
Solta Medical / Reliant,Reliant Fraxel 1500,NA,1550,1540,1560,NA,Compatible Lens 1,Gi1
Solta Medical / Reliant,Reliant Fraxel 1500,NA,1550,1540,1560,NA,Compatible Lens 2,Pi5
Solta Medical / Reliant,Reliant Fraxel Restore,NA,1550,1540,1560,NA,Compatible Lens 1,Gi1
Solta Medical / Reliant,Reliant Fraxel Restore,NA,1550,1540,1560,NA,Compatible Lens 2,Pi5
Solta Medical / Reliant,Reliant Fraxel Dual,NA,"1550, 1927",1540,1930,NA,Compatible Lens 1,Gi1
Solta Medical / Reliant,Reliant Fraxel Dual,NA,"1550, 1927",1540,1930,NA,Compatible Lens 2,GiT5
Solta Medical / Reliant,Reliant Fraxel SR 1500,NA,"1550, 1927",1540,1930,NA,Compatible Lens 1,Gi1
Solta Medical / Reliant,Reliant Fraxel SR 1500,NA,"1550, 1927",1540,1930,NA,Compatible Lens 2,GiT5
Solta Medical / Reliant,Reliant Fraxel Restore Dual,NA,"1550, 1927",1540,1930,NA,Compatible Lens 1,Gi1
Solta Medical / Reliant,Reliant Fraxel Restore Dual,NA,"1550, 1927",1540,1930,NA,Compatible Lens 2,GiT5
Solta Medical / Reliant,Reliant Fraxel repair,NA,10600,10599,10601,NA,Compatible Lens 1,Pi11
Solta Medical / Reliant,Reliant Fraxel repair,NA,10600,10599,10601,NA,Compatible Lens 2,Gi1
Spectranetics,CVX300,NA,308,300,310,NA,Compatible Lens 1,Pi11
Spectrum,RD1200,NA,695,690,700,NA,Compatible Lens 1,GiT1
SSI,MD60,NA,10600,10599,10601,NA,Compatible Lens 1,Pi11
SSI,MD60,NA,10600,10599,10601,NA,Compatible Lens 2,Gi1
SSI,Ultra MD 40/60W,NA,10600,10599,10601,NA,Compatible Lens 1,Pi11
SSI,Ultra MD 40/60W,NA,10600,10599,10601,NA,Compatible Lens 2,Gi1
SSI,Ultra MD40,NA,10600,10599,10601,NA,Compatible Lens 1,Pi11
SSI,Ultra MD40,NA,10600,10599,10601,NA,Compatible Lens 2,Gi1
SSI,UltraMD,NA,10600,10599,10601,NA,Compatible Lens 1,Pi11
SSI,UltraMD,NA,10600,10599,10601,NA,Compatible Lens 2,Gi1
Surgilase/SLS,100,NA,10600,10599,10601,NA,Compatible Lens 1,Pi11
Surgilase/SLS,100,NA,10600,10599,10601,NA,Compatible Lens 2,Gi1
Surgilase/SLS,150XJ,NA,10600,10599,10601,NA,Compatible Lens 1,Pi11
Surgilase/SLS,150XJ,NA,10600,10599,10601,NA,Compatible Lens 2,Gi1
Surgilase/SLS,SLS 25,NA,10600,10599,10601,NA,Compatible Lens 1,Pi11
Surgilase/SLS,SLS 25,NA,10600,10599,10601,NA,Compatible Lens 2,Gi1
Surgilase/SLS,SLS 40,NA,10600,10599,10601,NA,Compatible Lens 1,Pi11
Surgilase/SLS,SLS 40,NA,10600,10599,10601,NA,Compatible Lens 2,Gi1
Surgilase/SLS,SLS 45,NA,10600,10599,10601,NA,Compatible Lens 1,Pi11
Surgilase/SLS,SLS 45,NA,10600,10599,10601,NA,Compatible Lens 2,Gi1
Surgilase/SLS,SLS 60,NA,10600,10599,10601,NA,Compatible Lens 1,Pi11
Surgilase/SLS,SLS 60,NA,10600,10599,10601,NA,Compatible Lens 2,Gi1
Syneron,Emax,NA,(700-1200) & RF,700,1200,NA,Compatible Lens 1,GiT7
Syneron,Aurora,NA,700-1200,700,1200,NA,Compatible Lens 1,GiT7
