Mfg,Mod,Wavelength,Eyewear Requirement,MinimumWL,MaximumWL,MinOD,RecNum,Lens
Cynosure,SmartLipo SLT II with CelluLaze (2012),NA,1440,1430,1450,NA,Compatible Lens 1,Gi1
Cynosure,SmartLipo SLT II with CelluLaze (2012),NA,1440,1430,1450,NA,Compatible Lens 2,Pi5
Cynosure,SmartLipo SLT II Triplex (2012),NA,"1064, 1320, 1440",1060,1450,NA,Compatible Lens 1,Gi1
Cynosure,Smartlip Triplex,NA,"1064, 1320, 1440",1060,1450,NA,Compatible Lens 1,Gi1
Cynosure,Cynergy,NA,"585, 1064",580,1070,NA,Compatible Lens 1,Gi2.Gi1
Cynosure,Cynergy,NA,"585, 1064",580,1070,NA,Compatible Lens 2,Pi22
Cynosure,Vectus,NA,790-830 (OD 5),NA,NA,NA,Compatible Lens 1,GiT1
Cynosure,Vectus,NA,790-830 (OD 5),NA,NA,NA,Compatible Lens 2,Pi16
Cynosure,Erbium,NA,2940,2930,2950,NA,Compatible Lens 1,Pi10
Cynosure,Erbium,NA,2940,2930,2950,NA,Compatible Lens 2,Gi1
Cynosure,MonaLisa Touch,NA,"10600 (OD 4), 630-690 (OD 1)",10599,10601,NA,Compatible Lens 1,Pi11
Cynosure,MonaLisa Touch,NA,"10600 (OD 4), 630-690 (OD 1)",10599,10601,NA,Compatible Lens 2,Gi1
Cynosure,MonaLisa Touch,NA,"10600 (OD 4), 630-690 (OD 1)",10599,10601,NA,Special Case,Pi14
Cynosure,Smartskin +,NA,10600,10599,10601,NA,Compatible Lens 1,Pi11
Cynosure,Smartskin +,NA,10600,10599,10601,NA,Compatible Lens 2,Gi1
Cynosure,Accolade,NA,755,750,760,NA,Compatible Lens 1,Pi16
Cynosure,Accolade,NA,755,750,760,NA,Compatible Lens 2,GiT1
Cynosure,Apogee 40,NA,755,750,760,NA,Compatible Lens 1,Pi16
Cynosure,Apogee 40,NA,755,750,760,NA,Compatible Lens 2,GiT1
Cynosure,Apogee 5500,NA,755,750,760,NA,Compatible Lens 1,Pi16
Cynosure,Apogee 5500,NA,755,750,760,NA,Compatible Lens 2,GiT1
Cynosure,Apogee 6200,NA,755,750,760,NA,Compatible Lens 1,Pi16
Cynosure,Apogee 6200,NA,755,750,760,NA,Compatible Lens 2,GiT1
Cynosure,Apogee 9300,NA,755,750,760,NA,Compatible Lens 1,Pi16
Cynosure,Apogee 9300,NA,755,750,760,NA,Compatible Lens 2,GiT1
Cynosure,Apogee ELMD,NA,755,750,760,NA,Compatible Lens 1,Pi16
Cynosure,Apogee ELMD,NA,755,750,760,NA,Compatible Lens 2,GiT1
Cynosure,PicoSure,NA,"532, 755, 1064 (OD 7)",530,1070,NA,Compatible Lens 1,Pi18
Cynosure,PicoSure,NA,"532, 755, 1064 (OD 7)",530,1070,NA,Compatible Lens 2,GiT1
Cynosure,Revlite 585 Handpiece,NA,585nm (OD 7),NA,NA,NA,Compatible Lens 1,Gi2
Cynosure,Revlite 585 Handpiece,NA,585nm (OD 7),NA,NA,NA,Compatible Lens 2,Pi7
Cynosure,Revlite 650 Handpiece,NA,650nm (OD 6.5),NA,NA,NA,Compatible Lens 1,Pi30
Cynosure,Revlite,NA,532nm (OD7) / 1064nm (OD 7),530,1070,NA,Compatible Lens 1,Pi3
Cynosure,Revlite,NA,532nm (OD7) / 1064nm (OD 7),530,1070,NA,Compatible Lens 2,GiT1
Cynosure,Elite iQ,NA,"755, 1064 (OD 7)",750,1070,NA,Compatible Lens 1,GiT5
Cynosure,Elite iQ,NA,"755, 1064 (OD 7)",750,1070,NA,Compatible Lens 2,Pi4
Cynosure,Elite iQ,NA,"755, 1064 (OD 7)",750,1070,NA,Special Case,GiT1
Cynosure,Elite+,NA,"755, 1064 (OD 7)",750,1070,NA,Compatible Lens 1,GiT5
Cynosure,Elite+,NA,"755, 1064 (OD 7)",750,1070,NA,Compatible Lens 2,Pi4
Cynosure,Elite+,NA,"755, 1064 (OD 7)",750,1070,NA,Special Case,GiT1
Cynosure,Elite IPL,NA,IPL,NA,NA,NA,Compatible Lens 1,Pi14
Cynosure,Apogee Elite,NA,755/1064,750,1070,NA,Compatible Lens 1,Pi4
Cynosure,Apogee Elite,NA,755/1064,750,1070,NA,Compatible Lens 2,GiT5
Cynosure,Apogee Elite MPX,NA,755/1064,750,1070,NA,Compatible Lens 1,Pi4
Cynosure,Apogee Elite MPX,NA,755/1064,750,1070,NA,Compatible Lens 2,GiT5
Cynosure,Apogee Elite Plus,NA,755/1064,750,1070,NA,Compatible Lens 1,Pi4
Cynosure,Apogee Elite Plus,NA,755/1064,750,1070,NA,Compatible Lens 2,GiT5
Cynosure/Hoya/ConBio,Medlite C3,NA,1064/532,530,1070,NA,Compatible Lens 1,Pi3
Cynosure/Hoya/ConBio,Medlite C3,NA,1064/532,530,1070,NA,Compatible Lens 2,GiT1
Cynosure/Hoya/ConBio,Medlite II,NA,1064/532,530,1070,NA,Compatible Lens 1,Pi3
Cynosure/Hoya/ConBio,Medlite II,NA,1064/532,530,1070,NA,Compatible Lens 2,GiT1
Cynosure/Hoya/ConBio,Medlite IV,NA,1064/532,530,1070,NA,Compatible Lens 1,Pi3
Cynosure/Hoya/ConBio,Medlite IV,NA,1064/532,530,1070,NA,Compatible Lens 2,GiT1
Deka,Smart US-20 D  (25Watt),NA,10600,10599,10601,NA,Compatible Lens 1,Pi11
Deka,Smart US-20 D  (25Watt),NA,10600,10599,10601,NA,Compatible Lens 2,Gi1
Deka,SmartXide  (30Watt),NA,10600,10599,10601,NA,Compatible Lens 1,Pi11
Deka,SmartXide  (30Watt),NA,10600,10599,10601,NA,Compatible Lens 2,Gi1
Deka,SL040  (40Watt),NA,10600,10599,10601,NA,Compatible Lens 1,Pi11
Deka,SL040  (40Watt),NA,10600,10599,10601,NA,Compatible Lens 2,Gi1
Deka,SmartXide 50  (50Watt),NA,10600,10599,10601,NA,Compatible Lens 1,Pi11
Deka,SmartXide 50  (50Watt),NA,10600,10599,10601,NA,Compatible Lens 2,Gi1
DeKa,SmartPerio ,NA,1064nm,NA,NA,NA,Compatible Lens 1,Gi1
DeKa,Smart US-20D CO2 Laser,NA,"10,600nm",NA,NA,NA,Compatible Lens 1,Pi19
DeKa,SmartXide Ultraspeed2 CO2 Laser,NA,"10,600nm",NA,NA,NA,Compatible Lens 1,Pi19
Denmat,Sol,NA,810nm,NA,NA,NA,Compatible Lens 1,Pi1
Diomed,15 Plus,NA,790-830,790,830,NA,Compatible Lens 1,Pi16
Diomed,15 Plus,NA,790-830,790,830,NA,Compatible Lens 2,GiT7
Diomed,30 Plus,NA,790-830,790,830,NA,Compatible Lens 1,Pi16
Diomed,30 Plus,NA,790-830,790,830,NA,Compatible Lens 2,GiT7
Diomed / Biolitec,630 PDT,NA,630,620,640,We can add OD 4 620-640nm into spec,Compatible Lens 1,Pi7
Diomed/Angiodynamics,Delta 15,NA,790-830,790,830,NA,Compatible Lens 1,Pi16
Diomed/Angiodynamics,Delta 15,NA,790-830,790,830,NA,Compatible Lens 2,GiT7
Diomed/Angiodynamics,Delta 30,NA,790-830,790,830,NA,Compatible Lens 1,Pi16
Diomed/Angiodynamics,Delta 30,NA,790-830,790,830,NA,Compatible Lens 2,GiT7
Dornier,Fibertome 8100  (100 Watt),NA,1064,1050,1070,NA,Compatible Lens 1,Gi1
Dornier,Fibertome 8100  (100 Watt),NA,1064,1050,1070,NA,Compatible Lens 2,Pi8
Dornier,Thulio,NA,2013,2010,2020,NA,Compatible Lens 1,Gi1
Dornier,Thulio,NA,2013,2010,2020,NA,Compatible Lens 2,Pi23
Dornier,Medilas H,NA,2100,2090,2110,NA,Compatible Lens 1,Gi1
Dornier,Medilas H,NA,2100,2090,2110,NA,Compatible Lens 2,Pi23
Dornier,Medilas H 20,NA,2100,2090,2110,NA,Compatible Lens 1,Gi1
Dornier,Medilas H 20,NA,2100,2090,2110,NA,Compatible Lens 2,Pi23
Dornier,Medilas H 100,NA,2100,2090,2110,NA,Compatible Lens 1,Gi1
Dornier,Medilas H 100,NA,2100,2090,2110,NA,Compatible Lens 2,Pi23
Dornier,Medilas H 140,NA,2100,2090,2110,NA,Compatible Lens 1,Gi1
Dornier,Medilas H 140,NA,2100,2090,2110,NA,Compatible Lens 2,Pi23
Dornier,Medilas H Solvo 30,NA,2100,2090,2110,NA,Compatible Lens 1,Gi1
Dornier,Medilas H Solvo 30,NA,2100,2090,2110,NA,Compatible Lens 2,Pi23
Dornier,Medilas H Solvo 35,NA,2100,2090,2110,NA,Compatible Lens 1,Gi1
Dornier,Medilas H Solvo 35,NA,2100,2090,2110,NA,Compatible Lens 2,Pi23
Dornier,Medilase UroBeam,NA,2100,2090,2110,NA,Compatible Lens 1,Gi1
Dornier,Medilase UroBeam,NA,2100,2090,2110,NA,Compatible Lens 2,Pi23
Dornier,Medilase UroPulse - 20W,NA,2100,2090,2110,NA,Compatible Lens 1,Gi1
Dornier,Medilase UroPulse - 20W,NA,2100,2090,2110,NA,Compatible Lens 2,Pi23
Dornier MedTech,Medilas D LiteBeam+  - 15W/1470,NA,1470,1460,1480,NA,Compatible Lens 1,Gi1
Dornier MedTech,Medilas D LiteBeam+  - 15W/1470,NA,1470,1460,1480,NA,Compatible Lens 2,Pi5
Dornier MedTech,Medilas D LiteBeam+  - 30W/940  15W/1470,NA,940/1470,940,1470,NA,Compatible Lens 1,GiT5
Dornier MedTech,Medilas D  - 30,NA,940,935,945,NA,Compatible Lens 1,Pi4
Dornier MedTech,Medilas D  - 30,NA,940,935,945,NA,Compatible Lens 2,GiT5
Dornier MedTech,Medilas D  - 60,NA,940,935,945,NA,Compatible Lens 1,Pi4
Dornier MedTech,Medilas D  - 60,NA,940,935,945,NA,Compatible Lens 2,GiT5
Dornier MedTech,Medilas D FlexiPlus - 30W,NA,940,935,945,NA,Compatible Lens 1,Pi4
Dornier MedTech,Medilas D FlexiPlus - 30W,NA,940,935,945,NA,Compatible Lens 2,GiT5
Dornier MedTech,Medilas D FlexiPlus - 60W,NA,940,935,945,NA,Compatible Lens 1,Pi4
Dornier MedTech,Medilas D FlexiPlus - 60W,NA,940,935,945,NA,Compatible Lens 2,GiT5
Dornier MedTech,Medilas D FlexiPlus - 120W,NA,940,935,945,NA,Compatible Lens 1,Pi4
Dornier MedTech,Medilas D FlexiPlus - 120W,NA,940,935,945,NA,Compatible Lens 2,GiT5
Dornier MedTech,Medilas D LiteBeam - 60W,NA,940,935,945,NA,Compatible Lens 1,Pi4
Dornier MedTech,Medilas D LiteBeam - 60W,NA,940,935,945,NA,Compatible Lens 2,GiT5
Dornier MedTech,Medilas D Multi-Beam 80W,NA,940,935,945,NA,Compatible Lens 1,Pi4
Dornier MedTech,Medilas D Multi-Beam 80W,NA,940,935,945,NA,Compatible Lens 2,GiT5
Eclipse,TMR2000,NA,2100,2090,2110,NA,Compatible Lens 1,Gi1
Eclipse,TMR2000,NA,2100,2090,2110,NA,Compatible Lens 2,Pi23
Ellex,Ultra Q,NA,1064,1050,1070,NA,Compatible Lens 1,Gi1
Ellex,Ultra Q,NA,1064,1050,1070,NA,Compatible Lens 2,Pi8
Ellex,Ultra Q R,NA,1064,1050,1070,NA,Compatible Lens 1,Gi1
Ellex,Ultra Q R,NA,1064,1050,1070,NA,Compatible Lens 2,Pi8
Ellex,Integre Pro Scan (Green),NA,532,520,540,NA,Compatible Lens 1,GiT1
Ellex,Integre Pro Scan (Green),NA,532,520,540,NA,Compatible Lens 2,Pi3
Ellex,Integre SP 532,NA,532,520,540,NA,Compatible Lens 1,GiT1
Ellex,Integre SP 532,NA,532,520,540,NA,Compatible Lens 2,Pi3
Ellex,Solo (SLT),NA,532,520,540,NA,Compatible Lens 1,GiT1
Ellex,Solo (SLT),NA,532,520,540,NA,Compatible Lens 2,Pi3
Ellex,Tango,NA,1064/532,530,1070,NA,Compatible Lens 1,Pi3
Ellex,Tango,NA,1064/532,530,1070,NA,Compatible Lens 2,GiT1
Ellex,Tango R,NA,1064/532,530,1070,NA,Compatible Lens 1,Pi3
Ellex,Tango R,NA,1064/532,530,1070,NA,Compatible Lens 2,GiT1
Ellex,Tango Reflex Neo,NA,1064/533,530,1070,NA,Compatible Lens 1,Pi3
Ellex,Tango Reflex Neo,NA,1064/533,530,1070,NA,Compatible Lens 2,GiT1
Ellex,Integre Pro Scan (Yellow),NA,565,560,570,NA,Compatible Lens 1,Pi7
Ellex,Integre Pro Scan (Yellow),NA,565,560,570,NA,Compatible Lens 2,Pi22
Ellex/Laserex,Super Q,NA,1064,1050,1070,NA,Compatible Lens 1,Gi1
Ellex/Laserex,Super Q,NA,1064,1050,1070,NA,Compatible Lens 2,Pi8
Ellex/Laserex,Ultra Q,NA,1064,1050,1070,NA,Compatible Lens 1,Gi1
Ellex/Laserex,Ultra Q,NA,1064,1050,1070,NA,Compatible Lens 2,Pi8
Endo Optiks,E2,NA,810,800,820,NA,Compatible Lens 1,Pi1
Endo Optiks,E2,NA,810,800,820,NA,Compatible Lens 2,GiT5
Fotona,Nd:YAG 1064,1064,1064nm (OD 7) (LB 7),1060,1070,NA,Compatible Lens 1,Gi1
Fotona,Nd:YAG 1064,1064,1064nm (OD 7) (LB 7),1060,1070,NA,Compatible Lens 2,Pi8
Fotona,Q-switched Nd:YAG 1064,1064,1064nm (OD 6) (LB 6),1060,1070,NA,Compatible Lens 1,Gi1
Fotona,Q-switched Nd:YAG 1064,1064,1064nm (OD 6) (LB 6),1060,1070,NA,Compatible Lens 2,Pi8
Fotona,Accelera Pulse Nd:YAG 1064,1064,1064nm (OD 6) (LB 6),1060,1070,NA,Compatible Lens 1,Gi1
Fotona,Accelera Pulse Nd:YAG 1064,1064,1064nm (OD 6) (LB 6),1060,1070,NA,Compatible Lens 2,Pi8
Fotona,Q-switched Beam Converter 585,585,585nm (OD 5) (LB 5),570,595,NA,Compatible Lens 1,Gi2
Fotona,Q-switched Beam Converter 585,585,585nm (OD 5) (LB 5),570,595,NA,Compatible Lens 2,Pi7
Fotona,Er:YAG 2940,2940,2940nm (OD 4) (LB 4),2930,2950,NA,Compatible Lens 1,Pi23
Fotona,Er:YAG 2940,2940,2940nm (OD 4) (LB 4),2930,2950,NA,Compatible Lens 2,Gi1
Fotona,QX MAX,NA,Q-Switched 1064/532,532,1064,NA,Compatible Lens 1,Pi3
Fotona,QX MAX,NA,Q-Switched 1064/532,532,1064,NA,Compatible Lens 2,GiT1
Fotona,Freq-doubled KTP Nd:YAG 532,532,532nm (OD 6) (LB 6),520,540,NA,Compatible Lens 1,Pi3
Fotona,Freq-doubled KTP Nd:YAG 532,532,532nm (OD 6) (LB 6),520,540,NA,Compatible Lens 2,GiT1
Fotona,LightWalker AT,NA,1064nm / 2940nm,NA,NA,NA,Compatible Lens 1,Gi1
Fotona,LightWalker AT S,NA,1064nm / 2940nm,NA,NA,NA,Compatible Lens 1,Gi1
Fotona,Lightwalker ST-E,NA,2940nm,NA,NA,NA,Compatible Lens 1,Gi1
Fotona,SkyPulse Endo,NA,2940nm,NA,NA,NA,Compatible Lens 1,Gi1
Fotona,SkyPulse Versa,NA,2940nm,NA,NA,NA,Compatible Lens 1,Gi1
Fotona,NightLase,NA,2940nm,NA,NA,NA,Compatible Lens 1,Gi1
GPT Dental,DENTA CO2,NA,10600nm,NA,NA,NA,Compatible Lens 1,Pi19
Iridex,IQ 577,NA,577,570,580,NA,Compatible Lens 1,Gi2
Iridex,IQ 577,NA,577,570,580,NA,Compatible Lens 2,Pi7
Iridex,Pascal Synthesis,NA,577,570,580,NA,Compatible Lens 1,Gi2
Iridex,Pascal Synthesis,NA,577,570,580,NA,Compatible Lens 2,Pi7
Iridex,IQ 532,NA,532,520,540,NA,Compatible Lens 1,GiT1
Iridex,IQ 532,NA,532,520,540,NA,Compatible Lens 2,Pi3
Iridex,Pascal Synthesis,NA,532,520,540,NA,Compatible Lens 1,GiT1
Iridex,Pascal Synthesis,NA,532,520,540,NA,Compatible Lens 2,Pi3
Iridex,IQ 810,NA,810,800,820,NA,Compatible Lens 1,Pi1
Iridex,IQ 810,NA,810,800,820,NA,Compatible Lens 2,GiT5
Iridex,Cyclo G6,NA,830,820,840,NA,Compatible Lens 1,Pi1
Iridex,Cyclo G6,NA,830,820,840,NA,Compatible Lens 2,GiT5
Iridex/Iriderm,Diolite 532,NA,532,520,540,NA,Compatible Lens 1,GiT1
Iridex/Iriderm,Diolite 532,NA,532,520,540,NA,Compatible Lens 2,Pi3
Iridex/Iris,Oculight TX Green,NA,532,520,540,NA,Compatible Lens 1,GiT1
Iridex/Iris,Oculight TX Green,NA,532,520,540,NA,Compatible Lens 2,Pi3
Iridex/Iris Medical,Oculight GL,NA,532,520,540,NA,Compatible Lens 1,GiT1
Iridex/Iris Medical,Oculight GL,NA,532,520,540,NA,Compatible Lens 2,Pi3
Iridex/Iris Medical,Oculight GLx,NA,532,520,540,NA,Compatible Lens 1,GiT1
Iridex/Iris Medical,Oculight GLx,NA,532,520,540,NA,Compatible Lens 2,Pi3
Iridex/Iris Medical,Oculight SL,NA,810,800,820,NA,Compatible Lens 1,Pi1
Iridex/Iris Medical,Oculight SL,NA,810,800,820,NA,Compatible Lens 2,GiT5
Iridex/Iris Medical,Oculight SLx,NA,810,800,820,NA,Compatible Lens 1,Pi1
Iridex/Iris Medical,Oculight SLx,NA,810,800,820,NA,Compatible Lens 2,GiT5
King Medical,Beamer STL 980,NA,980nm,NA,NA,NA,Compatible Lens 1,Pi17
Lasag/Meridian,MR II,NA,1064,1050,1070,NA,Compatible Lens 1,Gi1
Lasag/Meridian,MR II,NA,1064,1050,1070,NA,Compatible Lens 2,Pi8
Lasag/Meridian,MR III,NA,1064,1050,1070,NA,Compatible Lens 1,Gi1
Lasag/Meridian,MR III,NA,1064,1050,1070,NA,Compatible Lens 2,Pi8
Lasag/Meridian,Topaz,NA,1064,1050,1070,NA,Compatible Lens 1,Gi1
Lasag/Meridian,Topaz,NA,1064,1050,1070,NA,Compatible Lens 2,Pi8
Laser Engineering,MD40,NA,10600,10599,10601,NA,Compatible Lens 1,Pi11
Laser Engineering,MD40,NA,10600,10599,10601,NA,Compatible Lens 2,Gi1
Laser Engineering,MD50,NA,10600,10599,10601,NA,Compatible Lens 1,Pi11
Laser Engineering,MD50,NA,10600,10599,10601,NA,Compatible Lens 2,Gi1
Laser Engineering,MD55,NA,10600,10599,10601,NA,Compatible Lens 1,Pi11
Laser Engineering,MD55,NA,10600,10599,10601,NA,Compatible Lens 2,Gi1
Laser Engineering,MD60,NA,10600,10599,10601,NA,Compatible Lens 1,Pi11
Laser Engineering,MD60,NA,10600,10599,10601,NA,Compatible Lens 2,Gi1
Laser Engineering,MD75,NA,10600,10599,10601,NA,Compatible Lens 1,Pi11
Laser Engineering,MD75,NA,10600,10599,10601,NA,Compatible Lens 2,Gi1
Laserex,3000LX,NA,1064,1050,1070,NA,Compatible Lens 1,Gi1
Laserex,3000LX,NA,1064,1050,1070,NA,Compatible Lens 2,Pi8
Laserex,LQP 3106,NA,1064,1050,1070,NA,Compatible Lens 1,Gi1
Laserex,LQP 3106,NA,1064,1050,1070,NA,Compatible Lens 2,Pi8
Laserex,Solitaire,NA,532,520,540,NA,Compatible Lens 1,GiT1
Laserex,Solitaire,NA,532,520,540,NA,Compatible Lens 2,Pi3
Laserscope,Lyra-i,NA,1064,1050,1070,NA,Compatible Lens 1,Gi1
Laserscope,Lyra-i,NA,1064,1050,1070,NA,Compatible Lens 2,Pi8
Laserscope,Stonelight,NA,2100,2090,2110,NA,Compatible Lens 1,Gi1
Laserscope,Stonelight,NA,2100,2090,2110,NA,Compatible Lens 2,Pi23
Laserscope,532,NA,532,520,540,NA,Compatible Lens 1,GiT1
Laserscope,532,NA,532,520,540,NA,Compatible Lens 2,Pi3
Laserscope,Aura,NA,532,520,540,NA,Compatible Lens 1,GiT1
Laserscope,Aura,NA,532,520,540,NA,Compatible Lens 2,Pi3
Laserscope,Aura i,NA,532,520,540,NA,Compatible Lens 1,GiT1
Laserscope,Aura i,NA,532,520,540,NA,Compatible Lens 2,Pi3
Laserscope,Aura StarPulse,NA,532,520,540,NA,Compatible Lens 1,GiT1
Laserscope,Aura StarPulse,NA,532,520,540,NA,Compatible Lens 2,Pi3
Laserscope,Venus-i,NA,2940,2930,2950,NA,Compatible Lens 1,Pi10
Laserscope,Venus-i,NA,2940,2930,2950,NA,Compatible Lens 2,Gi1
Laserscope,700,NA,1064/532,530,1070,NA,Compatible Lens 1,Pi3
Laserscope,700,NA,1064/532,530,1070,NA,Compatible Lens 2,GiT1
Laserscope,703,NA,1064/532,530,1070,NA,Compatible Lens 1,Pi3
Laserscope,703,NA,1064/532,530,1070,NA,Compatible Lens 2,GiT1
Laserscope,800,NA,1064/532,530,1070,NA,Compatible Lens 1,Pi3
Laserscope,800,NA,1064/532,530,1070,NA,Compatible Lens 2,GiT1
Laserscope,803,NA,1064/532,530,1070,NA,Compatible Lens 1,Pi3
Laserscope,803,NA,1064/532,530,1070,NA,Compatible Lens 2,GiT1
Laserscope,813,NA,1064/532,530,1070,NA,Compatible Lens 1,Pi3
Laserscope,813,NA,1064/532,530,1070,NA,Compatible Lens 2,GiT1
Laserscope,Gemini,NA,1064/532,530,1070,NA,Compatible Lens 1,Pi3
Laserscope,Gemini,NA,1064/532,530,1070,NA,Compatible Lens 2,GiT1
Laserscope,630 PDT,NA,630,620,640,We can add OD 4 620-640nm into spec,Compatible Lens 1,Pi7
Light Age,Q-Clear,NA,1064,1050,1070,NA,Compatible Lens 1,Gi1
Light Age,Q-Clear,NA,1064,1050,1070,NA,Compatible Lens 2,Pi8
LightForce,XPI 25 Watt,NA,810/980,810,980,NA,Compatible Lens 1,Pi4
LightForce,XPI 25 Watt,NA,810/980,810,980,NA,Compatible Lens 2,GiT5
LightForce,XLI 40 Watt,NA,810/980,810,980,NA,Compatible Lens 1,Pi4
LightForce,XLI 40 Watt,NA,810/980,810,980,NA,Compatible Lens 2,GiT5
LightScalpel,LS-1005  (10Watt Dental),NA,10600,10599,10601,NA,Compatible Lens 1,Pi11
LightScalpel,LS-1005  (10Watt Dental),NA,10600,10599,10601,NA,Compatible Lens 2,Gi1
LightScalpel,LS-2010  (20Watt Dental),NA,10600,10599,10601,NA,Compatible Lens 1,Pi11
LightScalpel,LS-2010  (20Watt Dental),NA,10600,10599,10601,NA,Compatible Lens 2,Gi1
LightScalpel,LS-1005,NA,10600nm,NA,NA,NA,Compatible Lens 1,Pi19
LightScalpel,LS-2010,NA,10600nm,NA,NA,NA,Compatible Lens 1,Pi19
Lisa Laser,Sphinx 30W,NA,2123,2120,2130,NA,Compatible Lens 1,Gi1
Lisa Laser,Sphinx 30W,NA,2123,2120,2130,NA,Compatible Lens 2,Pi23
Lisa Laser,Sphinx 45W,NA,2123,2120,2130,NA,Compatible Lens 1,Gi1
Lisa Laser,Sphinx 45W,NA,2123,2120,2130,NA,Compatible Lens 2,Pi23
Lisa Laser,Sphinx 60W,NA,2123,2120,2130,NA,Compatible Lens 1,Gi1
Lisa Laser,Sphinx 60W,NA,2123,2120,2130,NA,Compatible Lens 2,Pi23
Lisa Laser,Sphinx 80W,NA,2123,2120,2130,NA,Compatible Lens 1,Gi1
Lisa Laser,Sphinx 80W,NA,2123,2120,2130,NA,Compatible Lens 2,Pi23
Lisa Laser,Sphinx 100W,NA,2123,2120,2130,NA,Compatible Lens 1,Gi1
Lisa Laser,Sphinx 100W,NA,2123,2120,2130,NA,Compatible Lens 2,Pi23
Lorad,SoftLight,NA,10600,10599,10601,NA,Compatible Lens 1,Pi11
Lorad,SoftLight,NA,10600,10599,10601,NA,Compatible Lens 2,Gi1
Lumenis,Aura-PT,NA,1064,1050,1070,NA,Compatible Lens 1,Gi1
Lumenis,Aura-PT,NA,1064,1050,1070,NA,Compatible Lens 2,Pi8
Lumenis,M22 handpiece #3,NA,1064,1050,1070,NA,Compatible Lens 1,Gi1
Lumenis,M22 handpiece #3,NA,1064,1050,1070,NA,Compatible Lens 2,Pi8
Lumenis,M22 handpiece #4,NA,1064,1050,1070,NA,Compatible Lens 1,Gi1
Lumenis,M22 handpiece #4,NA,1064,1050,1070,NA,Compatible Lens 2,Pi8
Lumenis,M22 Stellar handpiece #3,NA,1064,1050,1070,NA,Compatible Lens 1,Gi1
Lumenis,M22 Stellar handpiece #3,NA,1064,1050,1070,NA,Compatible Lens 2,Pi8
Lumenis,M22 Stellar handpiece #4,NA,1064,1050,1070,NA,Compatible Lens 1,Gi1
Lumenis,M22 Stellar handpiece #4,NA,1064,1050,1070,NA,Compatible Lens 2,Pi8
Lumenis,M22 handpiece #2,NA,1565,1560,1570,NA,Compatible Lens 1,Gi1
Lumenis,M22 handpiece #2,NA,1565,1560,1570,NA,Compatible Lens 2,Pi5
Lumenis,M22 Stellar handpiece #2,NA,1565,1560,1570,NA,Compatible Lens 1,Gi1
Lumenis,M22 Stellar handpiece #2,NA,1565,1560,1570,NA,Compatible Lens 2,Pi5
Lumenis,P20,NA,2100,2090,2110,NA,Compatible Lens 1,Gi1
Lumenis,P20,NA,2100,2090,2110,NA,Compatible Lens 2,Pi23
Lumenis,Pulse 100H,NA,2100,2090,2110,NA,Compatible Lens 1,Gi1
Lumenis,Pulse 100H,NA,2100,2090,2110,NA,Compatible Lens 2,Pi23
Lumenis,Pulse 120H (Moses) (hasp),NA,2100,2090,2110,NA,Compatible Lens 1,Gi1
Lumenis,Pulse 120H (Moses) (hasp),NA,2100,2090,2110,NA,Compatible Lens 2,Pi23
Lumenis,Pulse 30H  (laptop),NA,2100,2090,2110,NA,Compatible Lens 1,Gi1
Lumenis,Pulse 30H  (laptop),NA,2100,2090,2110,NA,Compatible Lens 2,Pi23
Lumenis,Pulse 50H,NA,2100,2090,2110,NA,Compatible Lens 1,Gi1
Lumenis,Pulse 50H,NA,2100,2090,2110,NA,Compatible Lens 2,Pi23
Lumenis,Pulse 60H  (hasp),NA,2100,2090,2110,NA,Compatible Lens 1,Gi1
Lumenis,Pulse 60H  (hasp),NA,2100,2090,2110,NA,Compatible Lens 2,Pi23
Lumenis,VersaPulse PowerSuite 100,NA,2100,2090,2110,NA,Compatible Lens 1,Gi1
Lumenis,VersaPulse PowerSuite 100,NA,2100,2090,2110,NA,Compatible Lens 2,Pi23
Lumenis,VersaPulse PowerSuite 60,NA,2100,2090,2110,NA,Compatible Lens 1,Gi1
Lumenis,VersaPulse PowerSuite 60,NA,2100,2090,2110,NA,Compatible Lens 2,Pi23
Lumenis,VP Powersuite 100,NA,2100,2090,2110,NA,Compatible Lens 1,Gi1
Lumenis,VP Powersuite 100,NA,2100,2090,2110,NA,Compatible Lens 2,Pi23
Lumenis,VP PowerSuite 20,NA,2100,2090,2110,NA,Compatible Lens 1,Gi1
Lumenis,VP PowerSuite 20,NA,2100,2090,2110,NA,Compatible Lens 2,Pi23
Lumenis,VP PowerSuite 30,NA,2100,2090,2110,NA,Compatible Lens 1,Gi1
Lumenis,VP PowerSuite 30,NA,2100,2090,2110,NA,Compatible Lens 2,Pi23
Lumenis,VP PowerSuite 60,NA,2100,2090,2110,NA,Compatible Lens 1,Gi1
Lumenis,VP PowerSuite 60,NA,2100,2090,2110,NA,Compatible Lens 2,Pi23
Lumenis,VersaPulse PowerSuite 80/100,NA,2100/1064,1060,2100,NA,Compatible Lens 1,Gi1
Lumenis,VersaPulse PowerSuite 80/100,NA,2100/1064,1060,2100,NA,Compatible Lens 2,Pi23
Lumenis,VP PowerSuite 80/100,NA,2100/1064,1060,2100,NA,Compatible Lens 1,Gi1
Lumenis,VP PowerSuite 80/100,NA,2100/1064,1060,2100,NA,Compatible Lens 2,Pi23
Lumenis,Novus Spectra,NA,532,520,540,NA,Compatible Lens 1,GiT1
