"","Wavelength","Lens","OD"
"52092",9596,"GiT7",5
"52093",9596,"Pi1",7
"52094",9596,"Pi10",7
"52095",9596,"Pi11",7
"52096",9596,"Pi14",7
"52097",9596,"Pi15",7
"52098",9596,"Pi16",7
"52099",9596,"Pi17",7
"52100",9596,"Pi18",7
"52101",9596,"Pi19",7
"52102",9596,"Pi22",7
"52103",9596,"Pi23",7
"52104",9596,"Pi3",7
"52105",9596,"Pi4",7
"52106",9596,"Pi5",7
"52107",9596,"Pi7",7
"52108",9596,"Pi8",7
"52109",9597,"Gi1",4
"52110",9597,"GiT1",5
"52111",9597,"GiT5",4
"52112",9597,"GiT7",5
"52113",9597,"Pi1",7
"52114",9597,"Pi10",7
"52115",9597,"Pi11",7
"52116",9597,"Pi14",7
"52117",9597,"Pi15",7
"52118",9597,"Pi16",7
"52119",9597,"Pi17",7
"52120",9597,"Pi18",7
"52121",9597,"Pi19",7
"52122",9597,"Pi22",7
"52123",9597,"Pi23",7
"52124",9597,"Pi3",7
"52125",9597,"Pi4",7
"52126",9597,"Pi5",7
"52127",9597,"Pi7",7
"52128",9597,"Pi8",7
"52129",9598,"Gi1",4
"52130",9598,"GiT1",5
"52131",9598,"GiT5",4
"52132",9598,"GiT7",5
"52133",9598,"Pi1",7
"52134",9598,"Pi10",7
"52135",9598,"Pi11",7
"52136",9598,"Pi14",7
"52137",9598,"Pi15",7
"52138",9598,"Pi16",7
"52139",9598,"Pi17",7
"52140",9598,"Pi18",7
"52141",9598,"Pi19",7
"52142",9598,"Pi22",7
"52143",9598,"Pi23",7
"52144",9598,"Pi3",7
"52145",9598,"Pi4",7
"52146",9598,"Pi5",7
"52147",9598,"Pi7",7
"52148",9598,"Pi8",7
"52149",9599,"Gi1",4
"52150",9599,"GiT1",5
"52151",9599,"GiT5",4
"52152",9599,"GiT7",5
"52153",9599,"Pi1",7
"52154",9599,"Pi10",7
"52155",9599,"Pi11",7
"52156",9599,"Pi14",7
"52157",9599,"Pi15",7
"52158",9599,"Pi16",7
"52159",9599,"Pi17",7
"52160",9599,"Pi18",7
"52161",9599,"Pi19",7
"52162",9599,"Pi22",7
"52163",9599,"Pi23",7
"52164",9599,"Pi3",7
"52165",9599,"Pi4",7
"52166",9599,"Pi5",7
"52167",9599,"Pi7",7
"52168",9599,"Pi8",7
"52169",9600,"Gi1",4
"52170",9600,"GiT1",5
"52171",9600,"GiT5",4
"52172",9600,"GiT7",5
"52173",9600,"Pi1",7
"52174",9600,"Pi10",7
"52175",9600,"Pi11",7
"52176",9600,"Pi14",7
"52177",9600,"Pi15",7
"52178",9600,"Pi16",7
"52179",9600,"Pi17",7
"52180",9600,"Pi18",7
"52181",9600,"Pi19",7
"52182",9600,"Pi22",7
"52183",9600,"Pi23",7
"52184",9600,"Pi3",7
"52185",9600,"Pi4",7
"52186",9600,"Pi5",7
"52187",9600,"Pi7",7
"52188",9600,"Pi8",7
"52189",9601,"Gi1",4
"52190",9601,"GiT1",5
"52191",9601,"GiT5",4
"52192",9601,"GiT7",5
"52193",9601,"Pi1",7
"52194",9601,"Pi10",7
"52195",9601,"Pi11",7
"52196",9601,"Pi14",7
"52197",9601,"Pi15",7
"52198",9601,"Pi16",7
"52199",9601,"Pi17",7
"52200",9601,"Pi18",7
"52201",9601,"Pi19",7
"52202",9601,"Pi22",7
"52203",9601,"Pi23",7
"52204",9601,"Pi3",7
"52205",9601,"Pi4",7
"52206",9601,"Pi5",7
"52207",9601,"Pi7",7
"52208",9601,"Pi8",7
"52209",9602,"Gi1",4
"52210",9602,"GiT1",5
"52211",9602,"GiT5",4
"52212",9602,"GiT7",5
"52213",9602,"Pi1",7
"52214",9602,"Pi10",7
"52215",9602,"Pi11",7
"52216",9602,"Pi14",7
"52217",9602,"Pi15",7
"52218",9602,"Pi16",7
"52219",9602,"Pi17",7
"52220",9602,"Pi18",7
"52221",9602,"Pi19",7
"52222",9602,"Pi22",7
"52223",9602,"Pi23",7
"52224",9602,"Pi3",7
"52225",9602,"Pi4",7
"52226",9602,"Pi5",7
"52227",9602,"Pi7",7
"52228",9602,"Pi8",7
"52229",9603,"Gi1",4
"52230",9603,"GiT1",5
"52231",9603,"GiT5",4
"52232",9603,"GiT7",5
"52233",9603,"Pi1",7
"52234",9603,"Pi10",7
"52235",9603,"Pi11",7
"52236",9603,"Pi14",7
"52237",9603,"Pi15",7
"52238",9603,"Pi16",7
"52239",9603,"Pi17",7
"52240",9603,"Pi18",7
"52241",9603,"Pi19",7
"52242",9603,"Pi22",7
"52243",9603,"Pi23",7
"52244",9603,"Pi3",7
"52245",9603,"Pi4",7
"52246",9603,"Pi5",7
"52247",9603,"Pi7",7
"52248",9603,"Pi8",7
"52249",9604,"Gi1",4
"52250",9604,"GiT1",5
"52251",9604,"GiT5",4
"52252",9604,"GiT7",5
"52253",9604,"Pi1",7
"52254",9604,"Pi10",7
"52255",9604,"Pi11",7
"52256",9604,"Pi14",7
"52257",9604,"Pi15",7
"52258",9604,"Pi16",7
"52259",9604,"Pi17",7
"52260",9604,"Pi18",7
"52261",9604,"Pi19",7
"52262",9604,"Pi22",7
"52263",9604,"Pi23",7
"52264",9604,"Pi3",7
"52265",9604,"Pi4",7
"52266",9604,"Pi5",7
"52267",9604,"Pi7",7
"52268",9604,"Pi8",7
"52269",9605,"Gi1",4
"52270",9605,"GiT1",5
"52271",9605,"GiT5",4
"52272",9605,"GiT7",5
"52273",9605,"Pi1",7
"52274",9605,"Pi10",7
"52275",9605,"Pi11",7
"52276",9605,"Pi14",7
"52277",9605,"Pi15",7
"52278",9605,"Pi16",7
"52279",9605,"Pi17",7
"52280",9605,"Pi18",7
"52281",9605,"Pi19",7
"52282",9605,"Pi22",7
"52283",9605,"Pi23",7
"52284",9605,"Pi3",7
"52285",9605,"Pi4",7
"52286",9605,"Pi5",7
"52287",9605,"Pi7",7
"52288",9605,"Pi8",7
"52289",9606,"Gi1",4
"52290",9606,"GiT1",5
"52291",9606,"GiT5",4
"52292",9606,"GiT7",5
"52293",9606,"Pi1",7
"52294",9606,"Pi10",7
"52295",9606,"Pi11",7
"52296",9606,"Pi14",7
"52297",9606,"Pi15",7
"52298",9606,"Pi16",7
"52299",9606,"Pi17",7
"52300",9606,"Pi18",7
"52301",9606,"Pi19",7
"52302",9606,"Pi22",7
"52303",9606,"Pi23",7
"52304",9606,"Pi3",7
"52305",9606,"Pi4",7
"52306",9606,"Pi5",7
"52307",9606,"Pi7",7
"52308",9606,"Pi8",7
"52309",9607,"Gi1",4
"52310",9607,"GiT1",5
"52311",9607,"GiT5",4
"52312",9607,"GiT7",5
"52313",9607,"Pi1",7
"52314",9607,"Pi10",7
"52315",9607,"Pi11",7
"52316",9607,"Pi14",7
"52317",9607,"Pi15",7
"52318",9607,"Pi16",7
"52319",9607,"Pi17",7
"52320",9607,"Pi18",7
"52321",9607,"Pi19",7
"52322",9607,"Pi22",7
"52323",9607,"Pi23",7
"52324",9607,"Pi3",7
"52325",9607,"Pi4",7
"52326",9607,"Pi5",7
"52327",9607,"Pi7",7
"52328",9607,"Pi8",7
"52329",9608,"Gi1",4
"52330",9608,"GiT1",5
"52331",9608,"GiT5",4
"52332",9608,"GiT7",5
"52333",9608,"Pi1",7
"52334",9608,"Pi10",7
"52335",9608,"Pi11",7
"52336",9608,"Pi14",7
"52337",9608,"Pi15",7
"52338",9608,"Pi16",7
"52339",9608,"Pi17",7
"52340",9608,"Pi18",7
"52341",9608,"Pi19",7
"52342",9608,"Pi22",7
"52343",9608,"Pi23",7
"52344",9608,"Pi3",7
"52345",9608,"Pi4",7
"52346",9608,"Pi5",7
"52347",9608,"Pi7",7
"52348",9608,"Pi8",7
"52349",9609,"Gi1",4
"52350",9609,"GiT1",5
"52351",9609,"GiT5",4
"52352",9609,"GiT7",5
"52353",9609,"Pi1",7
"52354",9609,"Pi10",7
"52355",9609,"Pi11",7
"52356",9609,"Pi14",7
"52357",9609,"Pi15",7
"52358",9609,"Pi16",7
"52359",9609,"Pi17",7
"52360",9609,"Pi18",7
"52361",9609,"Pi19",7
"52362",9609,"Pi22",7
"52363",9609,"Pi23",7
"52364",9609,"Pi3",7
"52365",9609,"Pi4",7
"52366",9609,"Pi5",7
"52367",9609,"Pi7",7
"52368",9609,"Pi8",7
"52369",9610,"Gi1",4
"52370",9610,"GiT1",5
"52371",9610,"GiT5",4
"52372",9610,"GiT7",5
"52373",9610,"Pi1",7
"52374",9610,"Pi10",7
"52375",9610,"Pi11",7
"52376",9610,"Pi14",7
"52377",9610,"Pi15",7
"52378",9610,"Pi16",7
"52379",9610,"Pi17",7
"52380",9610,"Pi18",7
"52381",9610,"Pi19",7
"52382",9610,"Pi22",7
"52383",9610,"Pi23",7
"52384",9610,"Pi3",7
"52385",9610,"Pi4",7
"52386",9610,"Pi5",7
"52387",9610,"Pi7",7
"52388",9610,"Pi8",7
"52389",9611,"Gi1",4
"52390",9611,"GiT1",5
"52391",9611,"GiT5",4
"52392",9611,"GiT7",5
"52393",9611,"Pi1",7
"52394",9611,"Pi10",7
"52395",9611,"Pi11",7
"52396",9611,"Pi14",7
"52397",9611,"Pi15",7
"52398",9611,"Pi16",7
"52399",9611,"Pi17",7
"52400",9611,"Pi18",7
"52401",9611,"Pi19",7
"52402",9611,"Pi22",7
"52403",9611,"Pi23",7
"52404",9611,"Pi3",7
"52405",9611,"Pi4",7
"52406",9611,"Pi5",7
"52407",9611,"Pi7",7
"52408",9611,"Pi8",7
"52409",9612,"Gi1",4
"52410",9612,"GiT1",5
"52411",9612,"GiT5",4
"52412",9612,"GiT7",5
"52413",9612,"Pi1",7
"52414",9612,"Pi10",7
"52415",9612,"Pi11",7
"52416",9612,"Pi14",7
"52417",9612,"Pi15",7
"52418",9612,"Pi16",7
"52419",9612,"Pi17",7
"52420",9612,"Pi18",7
"52421",9612,"Pi19",7
"52422",9612,"Pi22",7
"52423",9612,"Pi23",7
"52424",9612,"Pi3",7
"52425",9612,"Pi4",7
"52426",9612,"Pi5",7
"52427",9612,"Pi7",7
"52428",9612,"Pi8",7
"52429",9613,"Gi1",4
"52430",9613,"GiT1",5
"52431",9613,"GiT5",4
"52432",9613,"GiT7",5
"52433",9613,"Pi1",7
"52434",9613,"Pi10",7
"52435",9613,"Pi11",7
"52436",9613,"Pi14",7
"52437",9613,"Pi15",7
"52438",9613,"Pi16",7
"52439",9613,"Pi17",7
"52440",9613,"Pi18",7
"52441",9613,"Pi19",7
"52442",9613,"Pi22",7
"52443",9613,"Pi23",7
"52444",9613,"Pi3",7
"52445",9613,"Pi4",7
"52446",9613,"Pi5",7
"52447",9613,"Pi7",7
"52448",9613,"Pi8",7
"52449",9614,"Gi1",4
"52450",9614,"GiT1",5
"52451",9614,"GiT5",4
"52452",9614,"GiT7",5
"52453",9614,"Pi1",7
"52454",9614,"Pi10",7
"52455",9614,"Pi11",7
"52456",9614,"Pi14",7
"52457",9614,"Pi15",7
"52458",9614,"Pi16",7
"52459",9614,"Pi17",7
"52460",9614,"Pi18",7
"52461",9614,"Pi19",7
"52462",9614,"Pi22",7
"52463",9614,"Pi23",7
"52464",9614,"Pi3",7
"52465",9614,"Pi4",7
"52466",9614,"Pi5",7
"52467",9614,"Pi7",7
"52468",9614,"Pi8",7
"52469",9615,"Gi1",4
"52470",9615,"GiT1",5
"52471",9615,"GiT5",4
"52472",9615,"GiT7",5
"52473",9615,"Pi1",7
"52474",9615,"Pi10",7
"52475",9615,"Pi11",7
"52476",9615,"Pi14",7
"52477",9615,"Pi15",7
"52478",9615,"Pi16",7
"52479",9615,"Pi17",7
"52480",9615,"Pi18",7
"52481",9615,"Pi19",7
"52482",9615,"Pi22",7
"52483",9615,"Pi23",7
"52484",9615,"Pi3",7
"52485",9615,"Pi4",7
"52486",9615,"Pi5",7
"52487",9615,"Pi7",7
"52488",9615,"Pi8",7
"52489",9616,"Gi1",4
"52490",9616,"GiT1",5
"52491",9616,"GiT5",4
"52492",9616,"GiT7",5
"52493",9616,"Pi1",7
"52494",9616,"Pi10",7
"52495",9616,"Pi11",7
"52496",9616,"Pi14",7
"52497",9616,"Pi15",7
"52498",9616,"Pi16",7
"52499",9616,"Pi17",7
"52500",9616,"Pi18",7
"52501",9616,"Pi19",7
"52502",9616,"Pi22",7
"52503",9616,"Pi23",7
"52504",9616,"Pi3",7
"52505",9616,"Pi4",7
"52506",9616,"Pi5",7
"52507",9616,"Pi7",7
"52508",9616,"Pi8",7
"52509",9617,"Gi1",4
"52510",9617,"GiT1",5
"52511",9617,"GiT5",4
"52512",9617,"GiT7",5
"52513",9617,"Pi1",7
"52514",9617,"Pi10",7
"52515",9617,"Pi11",7
"52516",9617,"Pi14",7
"52517",9617,"Pi15",7
"52518",9617,"Pi16",7
"52519",9617,"Pi17",7
"52520",9617,"Pi18",7
"52521",9617,"Pi19",7
"52522",9617,"Pi22",7
"52523",9617,"Pi23",7
"52524",9617,"Pi3",7
"52525",9617,"Pi4",7
"52526",9617,"Pi5",7
"52527",9617,"Pi7",7
"52528",9617,"Pi8",7
"52529",9618,"Gi1",4
"52530",9618,"GiT1",5
"52531",9618,"GiT5",4
"52532",9618,"GiT7",5
"52533",9618,"Pi1",7
"52534",9618,"Pi10",7
"52535",9618,"Pi11",7
"52536",9618,"Pi14",7
"52537",9618,"Pi15",7
"52538",9618,"Pi16",7
"52539",9618,"Pi17",7
"52540",9618,"Pi18",7
"52541",9618,"Pi19",7
"52542",9618,"Pi22",7
"52543",9618,"Pi23",7
"52544",9618,"Pi3",7
"52545",9618,"Pi4",7
"52546",9618,"Pi5",7
"52547",9618,"Pi7",7
"52548",9618,"Pi8",7
"52549",9619,"Gi1",4
"52550",9619,"GiT1",5
"52551",9619,"GiT5",4
"52552",9619,"GiT7",5
"52553",9619,"Pi1",7
"52554",9619,"Pi10",7
"52555",9619,"Pi11",7
"52556",9619,"Pi14",7
"52557",9619,"Pi15",7
"52558",9619,"Pi16",7
"52559",9619,"Pi17",7
"52560",9619,"Pi18",7
"52561",9619,"Pi19",7
"52562",9619,"Pi22",7
"52563",9619,"Pi23",7
"52564",9619,"Pi3",7
"52565",9619,"Pi4",7
"52566",9619,"Pi5",7
"52567",9619,"Pi7",7
"52568",9619,"Pi8",7
"52569",9620,"Gi1",4
"52570",9620,"GiT1",5
"52571",9620,"GiT5",4
"52572",9620,"GiT7",5
"52573",9620,"Pi1",7
"52574",9620,"Pi10",7
"52575",9620,"Pi11",7
"52576",9620,"Pi14",7
"52577",9620,"Pi15",7
"52578",9620,"Pi16",7
"52579",9620,"Pi17",7
"52580",9620,"Pi18",7
"52581",9620,"Pi19",7
"52582",9620,"Pi22",7
"52583",9620,"Pi23",7
"52584",9620,"Pi3",7
"52585",9620,"Pi4",7
"52586",9620,"Pi5",7
"52587",9620,"Pi7",7
"52588",9620,"Pi8",7
"52589",9621,"Gi1",4
"52590",9621,"GiT1",5
"52591",9621,"GiT5",4
"52592",9621,"GiT7",5
"52593",9621,"Pi1",7
"52594",9621,"Pi10",7
"52595",9621,"Pi11",7
"52596",9621,"Pi14",7
"52597",9621,"Pi15",7
"52598",9621,"Pi16",7
"52599",9621,"Pi17",7
"52600",9621,"Pi18",7
"52601",9621,"Pi19",7
"52602",9621,"Pi22",7
"52603",9621,"Pi23",7
"52604",9621,"Pi3",7
"52605",9621,"Pi4",7
"52606",9621,"Pi5",7
"52607",9621,"Pi7",7
"52608",9621,"Pi8",7
"52609",9622,"Gi1",4
"52610",9622,"GiT1",5
"52611",9622,"GiT5",4
"52612",9622,"GiT7",5
"52613",9622,"Pi1",7
"52614",9622,"Pi10",7
"52615",9622,"Pi11",7
"52616",9622,"Pi14",7
"52617",9622,"Pi15",7
"52618",9622,"Pi16",7
"52619",9622,"Pi17",7
"52620",9622,"Pi18",7
"52621",9622,"Pi19",7
"52622",9622,"Pi22",7
"52623",9622,"Pi23",7
"52624",9622,"Pi3",7
"52625",9622,"Pi4",7
"52626",9622,"Pi5",7
"52627",9622,"Pi7",7
"52628",9622,"Pi8",7
"52629",9623,"Gi1",4
"52630",9623,"GiT1",5
"52631",9623,"GiT5",4
"52632",9623,"GiT7",5
"52633",9623,"Pi1",7
"52634",9623,"Pi10",7
"52635",9623,"Pi11",7
"52636",9623,"Pi14",7
"52637",9623,"Pi15",7
"52638",9623,"Pi16",7
"52639",9623,"Pi17",7
"52640",9623,"Pi18",7
"52641",9623,"Pi19",7
"52642",9623,"Pi22",7
"52643",9623,"Pi23",7
"52644",9623,"Pi3",7
"52645",9623,"Pi4",7
"52646",9623,"Pi5",7
"52647",9623,"Pi7",7
"52648",9623,"Pi8",7
"52649",9624,"Gi1",4
"52650",9624,"GiT1",5
"52651",9624,"GiT5",4
"52652",9624,"GiT7",5
"52653",9624,"Pi1",7
"52654",9624,"Pi10",7
"52655",9624,"Pi11",7
"52656",9624,"Pi14",7
"52657",9624,"Pi15",7
"52658",9624,"Pi16",7
"52659",9624,"Pi17",7
"52660",9624,"Pi18",7
"52661",9624,"Pi19",7
"52662",9624,"Pi22",7
"52663",9624,"Pi23",7
"52664",9624,"Pi3",7
"52665",9624,"Pi4",7
"52666",9624,"Pi5",7
"52667",9624,"Pi7",7
"52668",9624,"Pi8",7
"52669",9625,"Gi1",4
"52670",9625,"GiT1",5
"52671",9625,"GiT5",4
"52672",9625,"GiT7",5
"52673",9625,"Pi1",7
"52674",9625,"Pi10",7
"52675",9625,"Pi11",7
"52676",9625,"Pi14",7
"52677",9625,"Pi15",7
"52678",9625,"Pi16",7
"52679",9625,"Pi17",7
"52680",9625,"Pi18",7
"52681",9625,"Pi19",7
"52682",9625,"Pi22",7
"52683",9625,"Pi23",7
"52684",9625,"Pi3",7
"52685",9625,"Pi4",7
"52686",9625,"Pi5",7
"52687",9625,"Pi7",7
"52688",9625,"Pi8",7
"52689",9626,"Gi1",4
"52690",9626,"GiT1",5
"52691",9626,"GiT5",4
"52692",9626,"GiT7",5
"52693",9626,"Pi1",7
"52694",9626,"Pi10",7
"52695",9626,"Pi11",7
"52696",9626,"Pi14",7
"52697",9626,"Pi15",7
"52698",9626,"Pi16",7
"52699",9626,"Pi17",7
"52700",9626,"Pi18",7
"52701",9626,"Pi19",7
"52702",9626,"Pi22",7
"52703",9626,"Pi23",7
"52704",9626,"Pi3",7
"52705",9626,"Pi4",7
"52706",9626,"Pi5",7
"52707",9626,"Pi7",7
"52708",9626,"Pi8",7
"52709",9627,"Gi1",4
"52710",9627,"GiT1",5
"52711",9627,"GiT5",4
"52712",9627,"GiT7",5
"52713",9627,"Pi1",7
"52714",9627,"Pi10",7
"52715",9627,"Pi11",7
"52716",9627,"Pi14",7
"52717",9627,"Pi15",7
"52718",9627,"Pi16",7
"52719",9627,"Pi17",7
"52720",9627,"Pi18",7
"52721",9627,"Pi19",7
"52722",9627,"Pi22",7
"52723",9627,"Pi23",7
"52724",9627,"Pi3",7
"52725",9627,"Pi4",7
"52726",9627,"Pi5",7
"52727",9627,"Pi7",7
"52728",9627,"Pi8",7
"52729",9628,"Gi1",4
"52730",9628,"GiT1",5
"52731",9628,"GiT5",4
"52732",9628,"GiT7",5
"52733",9628,"Pi1",7
"52734",9628,"Pi10",7
"52735",9628,"Pi11",7
"52736",9628,"Pi14",7
"52737",9628,"Pi15",7
"52738",9628,"Pi16",7
"52739",9628,"Pi17",7
"52740",9628,"Pi18",7
"52741",9628,"Pi19",7
"52742",9628,"Pi22",7
"52743",9628,"Pi23",7
"52744",9628,"Pi3",7
"52745",9628,"Pi4",7
"52746",9628,"Pi5",7
"52747",9628,"Pi7",7
"52748",9628,"Pi8",7
"52749",9629,"Gi1",4
"52750",9629,"GiT1",5
"52751",9629,"GiT5",4
"52752",9629,"GiT7",5
"52753",9629,"Pi1",7
"52754",9629,"Pi10",7
"52755",9629,"Pi11",7
"52756",9629,"Pi14",7
"52757",9629,"Pi15",7
"52758",9629,"Pi16",7
"52759",9629,"Pi17",7
"52760",9629,"Pi18",7
"52761",9629,"Pi19",7
"52762",9629,"Pi22",7
"52763",9629,"Pi23",7
"52764",9629,"Pi3",7
"52765",9629,"Pi4",7
"52766",9629,"Pi5",7
"52767",9629,"Pi7",7
"52768",9629,"Pi8",7
"52769",9630,"Gi1",4
"52770",9630,"GiT1",5
"52771",9630,"GiT5",4
"52772",9630,"GiT7",5
"52773",9630,"Pi1",7
"52774",9630,"Pi10",7
"52775",9630,"Pi11",7
"52776",9630,"Pi14",7
"52777",9630,"Pi15",7
"52778",9630,"Pi16",7
"52779",9630,"Pi17",7
"52780",9630,"Pi18",7
"52781",9630,"Pi19",7
"52782",9630,"Pi22",7
"52783",9630,"Pi23",7
"52784",9630,"Pi3",7
"52785",9630,"Pi4",7
"52786",9630,"Pi5",7
"52787",9630,"Pi7",7
"52788",9630,"Pi8",7
"52789",9631,"Gi1",4
"52790",9631,"GiT1",5
"52791",9631,"GiT5",4
"52792",9631,"GiT7",5
"52793",9631,"Pi1",7
"52794",9631,"Pi10",7
"52795",9631,"Pi11",7
"52796",9631,"Pi14",7
"52797",9631,"Pi15",7
"52798",9631,"Pi16",7
"52799",9631,"Pi17",7
"52800",9631,"Pi18",7
"52801",9631,"Pi19",7
"52802",9631,"Pi22",7
"52803",9631,"Pi23",7
"52804",9631,"Pi3",7
"52805",9631,"Pi4",7
"52806",9631,"Pi5",7
"52807",9631,"Pi7",7
"52808",9631,"Pi8",7
"52809",9632,"Gi1",4
"52810",9632,"GiT1",5
"52811",9632,"GiT5",4
"52812",9632,"GiT7",5
"52813",9632,"Pi1",7
"52814",9632,"Pi10",7
"52815",9632,"Pi11",7
"52816",9632,"Pi14",7
"52817",9632,"Pi15",7
"52818",9632,"Pi16",7
"52819",9632,"Pi17",7
"52820",9632,"Pi18",7
"52821",9632,"Pi19",7
"52822",9632,"Pi22",7
"52823",9632,"Pi23",7
"52824",9632,"Pi3",7
"52825",9632,"Pi4",7
"52826",9632,"Pi5",7
"52827",9632,"Pi7",7
"52828",9632,"Pi8",7
"52829",9633,"Gi1",4
"52830",9633,"GiT1",5
"52831",9633,"GiT5",4
"52832",9633,"GiT7",5
"52833",9633,"Pi1",7
"52834",9633,"Pi10",7
"52835",9633,"Pi11",7
"52836",9633,"Pi14",7
"52837",9633,"Pi15",7
"52838",9633,"Pi16",7
"52839",9633,"Pi17",7
"52840",9633,"Pi18",7
"52841",9633,"Pi19",7
"52842",9633,"Pi22",7
"52843",9633,"Pi23",7
"52844",9633,"Pi3",7
"52845",9633,"Pi4",7
"52846",9633,"Pi5",7
"52847",9633,"Pi7",7
"52848",9633,"Pi8",7
"52849",9634,"Gi1",4
"52850",9634,"GiT1",5
"52851",9634,"GiT5",4
"52852",9634,"GiT7",5
"52853",9634,"Pi1",7
"52854",9634,"Pi10",7
"52855",9634,"Pi11",7
"52856",9634,"Pi14",7
"52857",9634,"Pi15",7
"52858",9634,"Pi16",7
"52859",9634,"Pi17",7
"52860",9634,"Pi18",7
"52861",9634,"Pi19",7
"52862",9634,"Pi22",7
"52863",9634,"Pi23",7
"52864",9634,"Pi3",7
"52865",9634,"Pi4",7
"52866",9634,"Pi5",7
"52867",9634,"Pi7",7
"52868",9634,"Pi8",7
"52869",9635,"Gi1",4
"52870",9635,"GiT1",5
"52871",9635,"GiT5",4
"52872",9635,"GiT7",5
"52873",9635,"Pi1",7
"52874",9635,"Pi10",7
"52875",9635,"Pi11",7
"52876",9635,"Pi14",7
"52877",9635,"Pi15",7
"52878",9635,"Pi16",7
"52879",9635,"Pi17",7
"52880",9635,"Pi18",7
"52881",9635,"Pi19",7
"52882",9635,"Pi22",7
"52883",9635,"Pi23",7
"52884",9635,"Pi3",7
"52885",9635,"Pi4",7
"52886",9635,"Pi5",7
"52887",9635,"Pi7",7
"52888",9635,"Pi8",7
"52889",9636,"Gi1",4
"52890",9636,"GiT1",5
"52891",9636,"GiT5",4
"52892",9636,"GiT7",5
"52893",9636,"Pi1",7
"52894",9636,"Pi10",7
"52895",9636,"Pi11",7
"52896",9636,"Pi14",7
"52897",9636,"Pi15",7
"52898",9636,"Pi16",7
"52899",9636,"Pi17",7
"52900",9636,"Pi18",7
"52901",9636,"Pi19",7
"52902",9636,"Pi22",7
"52903",9636,"Pi23",7
"52904",9636,"Pi3",7
"52905",9636,"Pi4",7
"52906",9636,"Pi5",7
"52907",9636,"Pi7",7
"52908",9636,"Pi8",7
"52909",9637,"Gi1",4
"52910",9637,"GiT1",5
"52911",9637,"GiT5",4
"52912",9637,"GiT7",5
"52913",9637,"Pi1",7
"52914",9637,"Pi10",7
"52915",9637,"Pi11",7
"52916",9637,"Pi14",7
"52917",9637,"Pi15",7
"52918",9637,"Pi16",7
"52919",9637,"Pi17",7
"52920",9637,"Pi18",7
"52921",9637,"Pi19",7
"52922",9637,"Pi22",7
"52923",9637,"Pi23",7
"52924",9637,"Pi3",7
"52925",9637,"Pi4",7
"52926",9637,"Pi5",7
"52927",9637,"Pi7",7
"52928",9637,"Pi8",7
"52929",9638,"Gi1",4
"52930",9638,"GiT1",5
"52931",9638,"GiT5",4
"52932",9638,"GiT7",5
"52933",9638,"Pi1",7
"52934",9638,"Pi10",7
"52935",9638,"Pi11",7
"52936",9638,"Pi14",7
"52937",9638,"Pi15",7
"52938",9638,"Pi16",7
"52939",9638,"Pi17",7
"52940",9638,"Pi18",7
"52941",9638,"Pi19",7
"52942",9638,"Pi22",7
"52943",9638,"Pi23",7
"52944",9638,"Pi3",7
"52945",9638,"Pi4",7
"52946",9638,"Pi5",7
"52947",9638,"Pi7",7
"52948",9638,"Pi8",7
"52949",9639,"Gi1",4
"52950",9639,"GiT1",5
"52951",9639,"GiT5",4
"52952",9639,"GiT7",5
"52953",9639,"Pi1",7
"52954",9639,"Pi10",7
"52955",9639,"Pi11",7
"52956",9639,"Pi14",7
"52957",9639,"Pi15",7
"52958",9639,"Pi16",7
"52959",9639,"Pi17",7
"52960",9639,"Pi18",7
"52961",9639,"Pi19",7
"52962",9639,"Pi22",7
"52963",9639,"Pi23",7
"52964",9639,"Pi3",7
"52965",9639,"Pi4",7
"52966",9639,"Pi5",7
"52967",9639,"Pi7",7
"52968",9639,"Pi8",7
"52969",9640,"Gi1",4
"52970",9640,"GiT1",5
"52971",9640,"GiT5",4
"52972",9640,"GiT7",5
"52973",9640,"Pi1",7
"52974",9640,"Pi10",7
"52975",9640,"Pi11",7
"52976",9640,"Pi14",7
"52977",9640,"Pi15",7
"52978",9640,"Pi16",7
"52979",9640,"Pi17",7
"52980",9640,"Pi18",7
"52981",9640,"Pi19",7
"52982",9640,"Pi22",7
"52983",9640,"Pi23",7
"52984",9640,"Pi3",7
"52985",9640,"Pi4",7
"52986",9640,"Pi5",7
"52987",9640,"Pi7",7
"52988",9640,"Pi8",7
"52989",9641,"Gi1",4
"52990",9641,"GiT1",5
"52991",9641,"GiT5",4
"52992",9641,"GiT7",5
"52993",9641,"Pi1",7
"52994",9641,"Pi10",7
"52995",9641,"Pi11",7
"52996",9641,"Pi14",7
"52997",9641,"Pi15",7
"52998",9641,"Pi16",7
"52999",9641,"Pi17",7
"53000",9641,"Pi18",7
"53001",9641,"Pi19",7
"53002",9641,"Pi22",7
"53003",9641,"Pi23",7
"53004",9641,"Pi3",7
"53005",9641,"Pi4",7
"53006",9641,"Pi5",7
"53007",9641,"Pi7",7
"53008",9641,"Pi8",7
"53009",9642,"Gi1",4
"53010",9642,"GiT1",5
"53011",9642,"GiT5",4
"53012",9642,"GiT7",5
"53013",9642,"Pi1",7
"53014",9642,"Pi10",7
"53015",9642,"Pi11",7
"53016",9642,"Pi14",7
"53017",9642,"Pi15",7
"53018",9642,"Pi16",7
"53019",9642,"Pi17",7
"53020",9642,"Pi18",7
"53021",9642,"Pi19",7
"53022",9642,"Pi22",7
"53023",9642,"Pi23",7
